Speaker	Vowel	Context	F1/S(F1)	F2/S(F2)	F1g/S(F1g)	F2g/S(F2g)
1523	HAPPY	policy	0.69	1.912	NA	NA
1523	FACE	race	1.215	1.598	NA	NA
1523	BAT	transport	1.652	1.102	NA	NA
1523	THOUGHT	transport	1.164	0.731	NA	NA
1523	HAPPY	gear	0.937	1.666	NA	NA
1523	BAT	gear	1.214	1.417	NA	NA
1523	HAPPY	bins	0.808	1.725	NA	NA
1523	STEW	to	0.812	1.473	NA	NA
1523	DRESS	designated	1.229	1.429	NA	NA
1523	HAPPY	designated	0.822	1.463	NA	NA
1523	FACE	designated	0.828	1.843	NA	NA
1523	DRESS	designated	1.272	1.446	NA	NA
1523	THOUGHT	for	0.983	0.64	NA	NA
1523	DRESS	eligibility	1.397	1.27	NA	NA
1523	HAPPY	eligibility	1.049	1.408	NA	NA
1523	HAPPY	eligibility	1.073	1.344	NA	NA
1523	HAPPY	eligibility	1.212	1.353	NA	NA
1523	HAPPY	eligibility	1.12	1.513	NA	NA
1523	HAPPY	eligibility	0.738	1.819	NA	NA
1523	STEW	to	1	1.337	NA	NA
1523	BAT	participate	1.642	0.99	NA	NA
1523	HAPPY	participate	0.84	1.356	NA	NA
1523	HAPPY	participate	0.261	1.372	NA	NA
1523	FACE	participate	0.967	1.685	NA	NA
1523	HAPPY	is	0.908	1.504	NA	NA
1523	THOUGHT	not	1.37	0.776	NA	NA
1523	HAPPY	determined	0.807	1.494	NA	NA
1523	GIRL	determined	1.326	1.308	NA	NA
1523	HAPPY	determined	1.104	1.58	NA	NA
1523	HAPPY	geographic	0.745	1.266	NA	NA
1523	THOUGHT	geographic	0.81	0.855	NA	NA
1523	BAT	geographic	1.711	1.133	NA	NA
1523	HAPPY	geographic	0.942	1.704	NA	NA
1523	HAPPY	inclusion	0.813	1.775	NA	NA
1523	STEW	inclusion	0.642	1.35	NA	NA
1523	THOUGHT	inclusion	0.973	1.146	NA	NA
1523	HAPPY	within	0.769	1.521	NA	NA
1523	HAPPY	within	0.855	1.716	NA	NA
1523	HAPPY	the	0.768	1.699	NA	NA
1523	THOUGHT	continent	1.877	0.677	NA	NA
1523	HAPPY	continent	0.7	1.492	NA	NA
1523	DRESS	continent	1.487	1.467	NA	NA
1523	THOUGHT	of	1.04	1.049	NA	NA
1523	FOOT	europe	0.775	1.294	NA	NA
1523	THOUGHT	europe	0.856	0.713	NA	NA
1523	THOUGHT	some	1.203	0.88	NA	NA
1523	THOUGHT	quarters	1.406	0.822	NA	NA
1523	BAT	quarters	1.68	1.001	NA	NA
1523	THOUGHT	also	1.245	0.689	NA	NA
1523	HOAX	also	0.972	1.056	NA	NA
1523	HAPPY	relate	0.771	1.452	NA	NA
1523	FACE	relate	0.881	1.755	NA	NA
1523	THOUGHT	oron	1.146	0.64	NA	NA
1523	THOUGHT	oron	1.25	0.839	NA	NA
1523	BAT	and	1.699	1.204	NA	NA
1523	DRESS	efik	1.492	1.566	NA	NA
1523	HAPPY	efik	0.704	1.765	NA	NA
1523	FLEECE	people	0.522	1.818	NA	NA
1523	FOOT	people	0.74	0.54	NA	NA
1523	HAPPY	with	0.835	1.472	NA	NA
1523	DRESS	eket	1.393	1.439	NA	NA
1523	HAPPY	eket	1.242	1.53	NA	NA
1523	FLEECE	people	0.532	1.856	NA	NA
1523	FOOT	people	1.674	1.175	NA	NA
1523	HAPPY	because	0.603	1.765	NA	NA
1523	THOUGHT	because	1.299	0.768	NA	NA
1523	THOUGHT	of	1.101	0.674	NA	NA
1523	DRESS	very	1.183	1.421	NA	NA
1523	HAPPY	very	0.627	1.768	NA	NA
1523	HOAX	close	0.828	0.778	NA	NA
1523	BAT	dialect	1.583	1.239	NA	NA
1523	DRESS	dialect	1.209	1.506	NA	NA
1523	HAPPY	relationships	0.578	1.48	NA	NA
1523	FACE	relationships	0.729	1.72	NA	NA
1523	THOUGHT	relationships	0.899	1.411	NA	NA
1523	HAPPY	relationships	0.782	1.485	NA	NA
1523	HAPPY	is	0.843	1.553	NA	NA
1523	DRESS	best	1.428	1.254	NA	NA
1523	HOAX	known	0.981	1.394	NA	NA
1523	THOUGHT	for	1.101	0.792	NA	NA
1523	HAPPY	in	1.094	1.551	NA	NA
1523	HAPPY	the	0.793	1.439	NA	NA
1523	DRESS	television	1.239	1.204	NA	NA
1523	HAPPY	television	0.779	1.264	NA	NA
1523	HAPPY	television	0.706	1.653	NA	NA
1523	THOUGHT	television	0.997	1.355	NA	NA
1523	HAPPY	series	0.762	1.715	NA	NA
1523	FLEECE	series	0.636	1.777	NA	NA
1523	BAT	draft	1.942	1.019	NA	NA
1523	THOUGHT	already	1.287	0.755	NA	NA
1523	DRESS	already	1.423	1.404	NA	NA
1523	HAPPY	already	0.875	1.827	NA	NA
1523	STEW	uses	0.747	1.503	NA	NA
1523	DRESS	uses	0.871	1.497	NA	NA
1523	HOAX	locale	0.848	0.908	NA	NA
1523	BAT	locale	1.879	1.032	NA	NA
1523	BAT	as	1.914	1.11	NA	NA
1523	BAT	a	0.97	1.827	NA	NA
1523	BAT	language	1.878	1.088	NA	NA
1523	HAPPY	language	0.822	1.42	NA	NA
1523	HOAX	so	0.885	1.094	NA	NA
1523	HAPPY	it	0.801	1.637	NA	NA
1523	BAT	cannot	1.783	1.061	NA	NA
1523	THOUGHT	cannot	1.356	0.631	NA	NA
1523	FLEECE	be	0.604	1.838	NA	NA
1523	STEW	used	0.556	1.667	NA	NA
1523	BAT	again	0.86	1.766	NA	NA
1523	FACE	again	0.913	1.815	NA	NA
1523	THOUGHT	for	0.936	0.736	NA	NA
1523	HOAX	localisation	1.14	1.006	NA	NA
1523	BAT	localisation	1.684	1.113	NA	NA
1523	FACE	localisation	0.747	1.827	NA	NA
1523	THOUGHT	localisation	1.139	1.164	NA	NA
1523	DRESS	get	1.614	1.343	NA	NA
1523	HAPPY	tips	1.128	1.517	NA	NA
1523	THOUGHT	on	1.173	0.942	NA	NA
1523	STEW	to	0.688	1.279	NA	NA
1523	THOUGHT	talk	1.081	0.591	NA	NA
1523	STEW	to	0.579	1.739	NA	NA
1523	THOUGHT	your	1.07	0.825	NA	NA
1523	BAT	assistant	1.621	1.073	NA	NA
1523	HAPPY	assistant	0.983	1.248	NA	NA
1523	BAT	assistant	1.445	1.275	NA	NA
1523	DRESS	get	1.485	1.488	NA	NA
1523	HOAX	notifications	0.898	1.323	NA	NA
1523	HAPPY	notifications	0.791	1.582	NA	NA
1523	HAPPY	notifications	0.762	1.626	NA	NA
1523	FACE	notifications	0.907	1.741	NA	NA
1523	THOUGHT	notifications	1.238	1.132	NA	NA
1523	BAT	and	1.746	1.129	NA	NA
1523	DRESS	reply	0.779	1.543	NA	NA
1523	HAPPY	reply	1.246	1.5	NA	NA
1523	STEW	to	0.797	1.428	NA	NA
1523	DRESS	messages	1.588	1.382	NA	NA
1523	HAPPY	messages	0.773	1.484	NA	NA
1523	DRESS	messages	0.735	1.528	NA	NA
1523	THOUGHT	from	1.195	0.905	NA	NA
1523	BAT	a	1.05	1.559	NA	NA
1523	FOOT	bullet	1.037	0.846	NA	NA
1523	HAPPY	bullet	1.273	1.26	NA	NA
1523	BAT	that	1.423	1.304	NA	NA
1523	HAPPY	hit	0.932	1.682	NA	NA
1523	HAPPY	his	0.799	1.58	NA	NA
1523	STEW	through	0.958	1.102	NA	NA
1523	BAT	a	0.92	1.58	NA	NA
1523	THOUGHT	small	1.107	0.579	NA	NA
1523	BAT	gap	1.766	1.132	NA	NA
1523	HAPPY	in	0.998	1.898	NA	NA
1523	BAT	the	1.19	1.433	NA	NA
1523	THOUGHT	congo	1.804	0.854	NA	NA
1523	HOAX	congo	1.315	0.898	NA	NA
1523	FACE	rainforest	1.262	1.691	NA	NA
1523	THOUGHT	rainforest	1.155	0.739	NA	NA
1523	HAPPY	rainforest	1.212	1.316	NA	NA
1523	HAPPY	is	0.872	1.281	NA	NA
1523	BAT	the	0.839	1.244	NA	NA
1523	DRESS	second	1.511	1.225	NA	NA
1523	THOUGHT	second	1.752	0.813	NA	NA
1523	BAT	largest	1.689	0.904	NA	NA
1523	HAPPY	largest	0.953	1.368	NA	NA
1523	FACE	rain	1.006	1.63	NA	NA
1523	THOUGHT	forest	1.154	0.661	NA	NA
1523	HAPPY	forest	1.102	1.339	NA	NA
1523	DRESS	area	0.734	1.57	NA	NA
1523	BAT	area	1.221	1.359	NA	NA
1523	HAPPY	area	1.166	1.4	NA	NA
1523	BAT	area	1.496	1.262	NA	NA
1523	HAPPY	in	1.215	1.696	NA	NA
1523	BAT	the	0.709	0.99	NA	NA
1523	THOUGHT	world	1.05	0.765	NA	NA
1523	DRESS	second	1.478	1.255	NA	NA
1523	THOUGHT	second	1.68	1.092	NA	NA
1523	HOAX	only	0.999	0.642	NA	NA
1523	HAPPY	only	0.799	1.861	NA	NA
1523	STEW	to	0.505	1.225	NA	NA
1523	BAT	the	1.013	1.318	NA	NA
1523	BAT	amazon	1.66	0.999	NA	NA
1523	BAT	amazon	1.181	1.099	NA	NA
1523	YOU	amazon	1.214	0.795	NA	NA
1523	FACE	rainforest	1.109	1.677	NA	NA
1523	THOUGHT	rainforest	1.087	0.691	NA	NA
1523	HAPPY	rainforest	1.074	1.274	NA	NA
1523	HAPPY	in	0.986	1.41	NA	NA
1523	BAT	america	1.327	1.02	NA	NA
1523	DRESS	america	1.436	1.221	NA	NA
1523	HAPPY	america	0.995	1.086	NA	NA
1523	BAT	america	1.792	0.979	NA	NA
1523	HAPPY	with	1.12	1.302	NA	NA
1523	BAT	the	1.081	1.396	NA	NA
1523	STEW	google	0.872	0.747	NA	NA
1523	FOOT	google	1.455	1.104	NA	NA
1523	BAT	assistant	1.472	1.27	NA	NA
1523	HAPPY	assistant	0.994	1.258	NA	NA
1523	BAT	assistant	1.658	1.169	NA	NA
1523	STEW	lewis	1.084	0.822	NA	NA
1523	HAPPY	lewis	1.081	1.306	NA	NA
1523	BAT	can	1.165	1.467	NA	NA
1523	STEW	do	0.727	1.522	NA	NA
1523	HAPPY	things	0.935	1.61	NA	NA
1523	FACE	play	0.953	1.704	NA	NA
1523	FACE	games	0.828	1.864	NA	NA
1523	THOUGHT	or	1.173	0.699	NA	NA
1523	DRESS	check	1.428	1.436	NA	NA
1523	DRESS	when	1.254	1.208	NA	NA
1523	HAPPY	his	0.781	1.629	NA	NA
1523	BAT	class	1.796	1.007	NA	NA
1523	BAT	party	1.68	0.923	NA	NA
1523	HAPPY	party	0.583	1.912	NA	NA
1523	HAPPY	is	0.918	1.785	NA	NA
1523	THOUGHT	on	1.181	0.925	NA	NA
1523	BAT	calendar	1.474	1.093	NA	NA
1523	DRESS	calendar	1.389	1.401	NA	NA
1523	BAT	calendar	1.649	1.087	NA	NA
1523	HAPPY	the	0.564	1.205	NA	NA
1523	FLEECE	ceiling	1.066	1.77	NA	NA
1523	HAPPY	ceiling	1.147	1.919	NA	NA
1523	THOUGHT	of	1.465	0.908	NA	NA
1523	HAPPY	the	0.912	1.531	NA	NA
1523	BAT	chapel	1.768	1.055	NA	NA
1523	DRESS	chapel	1.261	0.927	NA	NA
1523	HAPPY	is	0.934	1.572	NA	NA
1523	BAT	flattened	1.763	1.019	NA	NA
1523	DRESS	flattened	0.957	1.575	NA	NA
1523	BAT	barrel	1.634	0.95	NA	NA
1523	DRESS	barrel	1.213	1.057	NA	NA
1523	THOUGHT	vault	0.963	0.564	NA	NA
1523	BAT	that	1.385	1.179	NA	NA
1523	HAPPY	encircles	1.167	1.451	NA	NA
1523	GIRL	encircles	1.776	1.102	NA	NA
1523	FOOT	encircles	0.812	0.559	NA	NA
1523	BAT	the	0.831	0.993	NA	NA
1523	THOUGHT	walls	0.898	0.542	NA	NA
1523	BAT	at	1.497	1.09	NA	NA
1523	BAT	the	1.106	1.302	NA	NA
1523	DRESS	level	1.352	1.246	NA	NA
1523	DRESS	level	0.884	0.688	NA	NA
1523	THOUGHT	of	1.13	0.916	NA	NA
1523	HAPPY	the	0.774	1.309	NA	NA
1523	HAPPY	window	0.895	1.499	NA	NA
1523	HOAX	window	0.997	1.022	NA	NA
1523	BAT	arches	1.643	1.065	NA	NA
1523	DRESS	arches	1.093	1.168	NA	NA
1523	BAT	a	1.253	1.645	NA	NA
1523	BAT	and	1.89	1.281	NA	NA
1523	BAT	a	0.95	1.819	NA	NA
1523	DRESS	pedicure	1.437	1.289	NA	NA
1523	HAPPY	pedicure	0.835	1.828	NA	NA
1523	FOOT	pedicure	1.144	0.819	NA	NA
1523	BAT	pedicure	1.414	0.94	NA	NA
1523	BAT	are	1.633	1.025	NA	NA
1523	STEW	beauty	0.59	1.881	NA	NA
1523	HAPPY	beauty	0.675	1.81	NA	NA
1523	HAPPY	treatments	0.707	1.731	NA	NA
1523	DRESS	treatments	1.606	1.468	NA	NA
1523	BAT	that	1.153	1.318	NA	NA
1523	HAPPY	trim	0.864	1.839	NA	NA
1523	FACE	shape	0.962	1.696	NA	NA
1523	BAT	and	1.585	1.175	NA	NA
1523	THOUGHT	polish	1.346	0.762	NA	NA
1523	HAPPY	polish	0.951	1.492	NA	NA
1523	HAPPY	the	0.728	1.591	NA	NA
1523	FACE	nail	0.946	1.795	NA	NA
1523	HAPPY	selected	1.125	1.261	NA	NA
1523	DRESS	selected	1.601	1.313	NA	NA
1523	DRESS	selected	1.446	1.29	NA	NA
1523	THOUGHT	custom	1.661	0.841	NA	NA
1523	THOUGHT	custom	1.226	1.139	NA	NA
1523	FACE	labels	0.931	1.666	NA	NA
1523	DRESS	labels	1.04	0.907	NA	NA
1523	HOAX	should	0.744	1.38	NA	NA
1523	FLEECE	be	0.776	1.6	NA	NA
1523	DRESS	relevant	1.299	1.22	NA	NA
1523	DRESS	relevant	0.997	1.423	NA	NA
1523	BAT	relevant	1.634	1.123	NA	NA
1523	STEW	to	0.532	1.845	NA	NA
1523	THOUGHT	your	1.088	0.768	NA	NA
1523	FACE	agent	0.846	1.86	NA	NA
1523	DRESS	agent	0.946	1.492	NA	NA
1523	GIRL	purpose	1.303	0.71	NA	NA
1523	THOUGHT	purpose	0.826	0.629	NA	NA
1523	BAT	and	1.612	1.109	NA	NA
1523	THOUGHT	functionalities	1.656	0.947	NA	NA
1523	THOUGHT	functionalities	0.883	1.331	NA	NA
1523	BAT	functionalities	1.845	1.194	NA	NA
1523	HAPPY	functionalities	0.952	1.49	NA	NA
1523	HAPPY	functionalities	0.698	1.858	NA	NA
1523	HAPPY	nigeria	0.935	1.48	NA	NA
1523	HAPPY	nigeria	1.259	1.342	NA	NA
1523	BAT	nigeria	1.782	1.252	NA	NA
1523	HAPPY	is	1.163	1.369	NA	NA
1523	HAPPY	in	1.162	1.855	NA	NA
1523	HAPPY	the	0.722	1.353	NA	NA
1523	HOAX	tropics	1.452	0.804	NA	NA
1523	HAPPY	tropics	0.915	1.597	NA	NA
1523	GLARE	where	1.306	1.286	NA	NA
1523	HAPPY	the	0.961	1.468	NA	NA
1523	HAPPY	climate	1.008	1.685	NA	NA
1523	HAPPY	is	0.897	1.551	NA	NA
1523	FLEECE	seasonally	0.914	1.384	NA	NA
1523	THOUGHT	seasonally	0.6	1.276	NA	NA
1523	BAT	seasonally	1.259	1.394	NA	NA
1523	HAPPY	seasonally	0.653	1.862	NA	NA
1523	BAT	damp	1.921	1.107	NA	NA
1523	BAT	and	1.42	1.281	NA	NA
1523	DRESS	very	1.281	1.322	NA	NA
1523	HAPPY	very	0.747	1.82	NA	NA
1523	STEW	humid	0.589	1.759	NA	NA
1523	HAPPY	humid	0.969	1.701	NA	NA
1523	HAPPY	is	1.074	1.181	NA	NA
1523	BAT	france	1.869	1.089	NA	NA
1523	HAPPY	's	0.943	1.268	NA	NA
1523	STEW	new	1.003	1.426	NA	NA
1523	DRESS	president	1.39	1.193	NA	NA
1523	HAPPY	president	1.048	1.336	NA	NA
1523	DRESS	president	1.389	1.365	NA	NA
1523	BAT	a	0.981	1.595	NA	NA
1523	THOUGHT	political	1.002	0.87	NA	NA
1523	HAPPY	political	0.905	1.351	NA	NA
1523	HAPPY	political	2.184	1.354	NA	NA
1523	BAT	political	0.969	0.702	NA	NA
1523	HAPPY	miracle	1.106	1.276	NA	NA
1523	BAT	miracle	1.263	0.883	NA	NA
1523	FOOT	miracle	1.054	0.666	NA	NA
1523	THOUGHT	or	1.215	0.777	NA	NA
1523	BAT	a	0.89	1.706	NA	NA
1523	HAPPY	mirage	1.058	1.52	NA	NA
1523	BAT	mirage	1.73	1.02	NA	NA
1523	BAT	that	1.345	1.165	NA	NA
1523	HAPPY	is	0.719	1.307	NA	NA
1523	THOUGHT	already	1.085	1.036	NA	NA
1523	DRESS	already	1.128	1.355	NA	NA
1523	HAPPY	already	0.664	1.852	NA	NA
1523	FACE	fading	0.817	1.726	NA	NA
1523	HAPPY	fading	0.668	1.738	NA	NA
1523	BAT	away	0.716	1.161	NA	NA
1523	FACE	away	0.826	1.775	NA	NA
1523	BAT	at	1.91	1.091	NA	NA
1523	THOUGHT	one	1.829	0.677	NA	NA
1523	BAT	the	0.981	1.25	NA	NA
1523	THOUGHT	gongola	1.143	0.678	NA	NA
1523	HOAX	gongola	1.122	0.717	NA	NA
1523	BAT	gongola	1.757	0.9	NA	NA
1523	THOUGHT	continued	1.379	0.921	NA	NA
1523	HAPPY	continued	0.999	1.745	NA	NA
1523	STEW	continued	0.848	1.703	NA	NA
1523	THOUGHT	from	1.268	1.209	NA	NA
1523	HAPPY	here	0.991	1.695	NA	NA
1523	BAT	here	1.392	1.466	NA	NA
1523	HAPPY	in	1.415	1.676	NA	NA
1523	BAT	the	0.931	1.305	NA	NA
1523	THOUGHT	northeast	1.401	0.677	NA	NA
1523	FLEECE	northeast	0.611	1.901	NA	NA
1523	DRESS	direction	1.277	1.306	NA	NA
1523	THOUGHT	direction	1.212	1.053	NA	NA
1523	STEW	to	0.847	1.467	NA	NA
1523	FACE	lake	1.007	1.676	NA	NA
1523	BAT	chad	1.663	0.916	NA	NA
2121	STEW	pew	0.695	1.618	NA	NA
2121	DRESS	led	1.153	1.565	NA	NA
2121	STEW	to	0.732	1.11	NA	NA
2121	BAT	a	0.746	1.536	NA	NA
2121	GIRL	divergence	1.202	1.258	NA	NA
2121	DRESS	divergence	1.242	1.53	NA	NA
2121	HAPPY	between	0.688	1.779	NA	NA
2121	FLEECE	between	1.111	1.728	NA	NA
2121	BAT	american	1.474	1.344	NA	NA
2121	DRESS	american	1.196	1.592	NA	NA
2121	HAPPY	american	0.807	1.667	NA	NA
2121	BAT	american	1.379	1.19	NA	NA
2121	DRESS	and	1.09	1.235	NA	NA
2121	FOOT	european	0.709	1.32	NA	NA
2121	THOUGHT	european	0.741	1.379	NA	NA
2121	FLEECE	european	0.816	1.7	NA	NA
2121	BAT	european	1.199	1.375	NA	NA
2121	GIRL	church	1.013	1.221	NA	NA
2121	STEW	to	0.712	1.457	NA	NA
2121	HAPPY	this	0.677	1.552	NA	NA
2121	FACE	day	0.799	1.898	NA	NA
2121	BAT	a	1.013	1.733	NA	NA
2121	BAT	landscape	2.016	1.174	NA	NA
2121	FACE	landscape	0.92	1.806	NA	NA
2121	BAT	background	1.44	1.192	NA	NA
2121	HAPPY	image	1.22	1.755	NA	NA
2121	HAPPY	image	0.999	1.691	NA	NA
2121	THOUGHT	must	1.211	0.944	NA	NA
2121	FLEECE	be	0.752	1.436	NA	NA
2121	THOUGHT	provided	0.878	0.914	NA	NA
2121	DRESS	provided	0.999	1.673	NA	NA
2121	HAPPY	if	0.761	1.871	NA	NA
2121	BAT	a	0.92	1.648	NA	NA
2121	THOUGHT	portrait	1.227	0.879	NA	NA
2121	HAPPY	portrait	0.88	1.647	NA	NA
2121	BAT	background	1.42	1.07	NA	NA
2121	HAPPY	image	0.769	1.714	NA	NA
2121	HAPPY	image	0.772	1.74	NA	NA
2121	HAPPY	is	0.598	1.675	NA	NA
2121	THOUGHT	also	1.073	1.13	NA	NA
2121	HOAX	also	0.806	1.005	NA	NA
2121	THOUGHT	provided	0.883	0.973	NA	NA
2121	DRESS	provided	0.915	1.536	NA	NA
2121	GIRL	first	1.57	1.266	NA	NA
2121	THOUGHT	born	1.356	0.932	NA	NA
2121	FACE	males	1.3	1.479	NA	NA
2121	THOUGHT	bore	1.206	0.87	NA	NA
2121	GLARE	their	0.984	1.588	NA	NA
2121	BAT	their	1.309	1.211	NA	NA
2121	BAT	father	1.405	1.19	NA	NA
2121	BAT	father	1.198	0.649	NA	NA
2121	GIRL	surname	1.305	1.197	NA	NA
2121	FACE	surname	1.381	1.66	NA	NA
2121	THOUGHT	other	1.536	1.011	NA	NA
2121	BAT	other	1.627	1.17	NA	NA
2121	HAPPY	children	0.87	1.381	NA	NA
2121	DRESS	children	1.016	1.341	NA	NA
2121	THOUGHT	bore	1.15	0.824	NA	NA
2121	FLEECE	either	0.799	1.647	NA	NA
2121	BAT	either	1.499	1.132	NA	NA
2121	HOAX	both	0.961	0.764	NA	NA
2121	THOUGHT	or	1.096	0.649	NA	NA
2121	HOAX	only	0.864	0.556	NA	NA
2121	HAPPY	only	0.865	1.703	NA	NA
2121	THOUGHT	one	1.15	0.776	NA	NA
2121	THOUGHT	of	1.122	0.95	NA	NA
2121	DRESS	them	1.052	1.6	NA	NA
2121	BAT	at	1.676	1.118	NA	NA
2121	GLARE	their	0.843	1.723	NA	NA
2121	BAT	their	1.358	1.165	NA	NA
2121	HAPPY	will	0.734	1.674	NA	NA
2121	HAPPY	the	0.82	1.642	NA	NA
2121	BAT	niger	1.309	1.404	NA	NA
2121	HAPPY	river	0.849	1.348	NA	NA
2121	BAT	river	1.382	1.18	NA	NA
2121	HAPPY	is	0.704	1.888	NA	NA
2121	BAT	a	0.872	1.524	NA	NA
2121	DRESS	relatively	0.731	1.223	NA	NA
2121	BAT	relatively	0.883	0.879	NA	NA
2121	HAPPY	relatively	0.896	1.517	NA	NA
2121	HAPPY	relatively	0.869	1.738	NA	NA
2121	HAPPY	clear	0.807	1.285	NA	NA
2121	BAT	clear	1.102	1.594	NA	NA
2121	HAPPY	river	0.689	1.645	NA	NA
2121	BAT	river	1.544	1.18	NA	NA
2121	BAT	carrying	1.391	1.167	NA	NA
2121	HAPPY	carrying	1.107	1.511	NA	NA
2121	HAPPY	carrying	1.072	1.616	NA	NA
2121	HOAX	only	1.175	0.993	NA	NA
2121	HAPPY	only	0.767	1.802	NA	NA
2121	BAT	a	0.764	1.713	NA	NA
2121	DRESS	tenth	1.163	1.605	NA	NA
2121	BAT	as	1.499	1.128	NA	NA
2121	THOUGHT	much	1.12	1.034	NA	NA
2121	DRESS	sediment	1.065	1.482	NA	NA
2121	HAPPY	sediment	0.809	1.612	NA	NA
2121	DRESS	sediment	1.093	1.725	NA	NA
2121	BAT	as	1.277	1.129	NA	NA
2121	HAPPY	the	0.902	1.554	NA	NA
2121	BAT	parts	1.659	0.982	NA	NA
2121	THOUGHT	of	1.154	1.046	NA	NA
2121	HAPPY	the	0.789	1.707	NA	NA
2121	BAT	annang	1.624	1.153	NA	NA
2121	BAT	language	1.011	1.025	NA	NA
2121	HAPPY	language	0.757	1.207	NA	NA
2121	FACE	may	0.929	1.821	NA	NA
2121	FLEECE	be	0.74	1.562	NA	NA
2121	STEW	to	0.709	1.194	NA	NA
2121	FLEECE	speakers	0.832	1.702	NA	NA
2121	BAT	speakers	1.49	1.134	NA	NA
2121	THOUGHT	of	1.022	1.109	NA	NA
2121	DRESS	efik	1.09	1.499	NA	NA
2121	HAPPY	efik	0.767	1.869	NA	NA
2121	HAPPY	ibibio	0.615	1.934	NA	NA
2121	HAPPY	ibibio	0.732	1.872	NA	NA
2121	HAPPY	ibibio	0.71	1.771	NA	NA
2121	HOAX	ibibio	0.771	0.766	NA	NA
2121	THOUGHT	oron	1.045	0.779	NA	NA
2121	THOUGHT	oron	1.168	0.958	NA	NA
2121	DRESS	eket	1.077	1.625	NA	NA
2121	HAPPY	eket	1.18	1.124	NA	NA
2121	THOUGHT	of	1.024	1.023	NA	NA
2121	HAPPY	the	0.748	1.411	NA	NA
2121	THOUGHT	old	0.743	0.615	NA	NA
2121	FOOT	old	0.816	0.592	NA	NA
2121	BAT	calabar	1.519	1.088	NA	NA
2121	BAT	calabar	1.394	1.1	NA	NA
2121	BAT	calabar	1.47	1.043	NA	NA
2121	HAPPY	kingdom	0.987	1.833	NA	NA
2121	THOUGHT	kingdom	0.959	1.175	NA	NA
2121	BAT	on	1.257	1.144	NA	NA
2121	BAT	january	1.287	1.524	NA	NA
2121	FOOT	january	1.322	1.329	NA	NA
2121	HAPPY	january	0.84	1.24	NA	NA
2121	THOUGHT	warner	1.417	0.946	NA	NA
2121	BAT	warner	1.383	1.127	NA	NA
2121	THOUGHT	offered	1.287	0.855	NA	NA
2121	BAT	offered	1.518	1.152	NA	NA
2121	HAPPY	the	0.677	1.465	NA	NA
2121	GIRL	first	1.2	1.334	NA	NA
2121	THOUGHT	colour	1.075	0.867	NA	NA
2121	THOUGHT	colour	1.08	0.954	NA	NA
2121	THOUGHT	covering	1.155	0.855	NA	NA
2121	DRESS	covering	0.9	1.151	NA	NA
2121	HAPPY	covering	1.102	1.684	NA	NA
2121	HAPPY	the	0.689	1.652	NA	NA
2121	THOUGHT	tournament	1.509	1.041	NA	NA
2121	BAT	tournament	1.41	1.295	NA	NA
2121	DRESS	tournament	1.146	1.696	NA	NA
2121	THOUGHT	of	1.014	1.096	NA	NA
2121	HOAX	roses	0.804	1.195	NA	NA
2121	DRESS	roses	0.708	1.209	NA	NA
2121	BAT	parade	1.228	1.104	NA	NA
2121	FACE	parade	0.858	1.73	NA	NA
2121	BAT	and	1.464	1.223	NA	NA
2121	HAPPY	the	0.632	1.396	NA	NA
2121	HOAX	rose	0.778	0.72	NA	NA
2121	HOAX	bowl	0.909	0.622	NA	NA
2121	FACE	game	1.026	1.768	NA	NA
2121	GLARE	their	0.832	1.811	NA	NA
2121	BAT	their	1.552	1.38	NA	NA
2121	DRESS	efforts	1.255	1.388	NA	NA
2121	THOUGHT	efforts	1.554	1.039	NA	NA
2121	HAPPY	ensured	1.282	1.511	NA	NA
2121	FOOT	ensured	0.945	1.318	NA	NA
2121	BAT	ensured	1.239	1.114	NA	NA
2121	BAT	that	1.195	1.287	NA	NA
2121	HAPPY	the	0.742	1.731	NA	NA
2121	DRESS	devil	1.222	1.463	NA	NA
2121	HAPPY	devil	0.868	0.845	NA	NA
2121	BAT	and	1.373	1.22	NA	NA
2121	HAPPY	his	0.837	0.431	NA	NA
2121	HAPPY	minions	0.903	0.806	NA	NA
2121	YOU	minions	1.324	1.105	NA	NA
2121	DRESS	did	0.943	1.692	NA	NA
2121	THOUGHT	not	1.4	1.097	NA	NA
2121	BAT	carry	1.549	1.222	NA	NA
2121	HAPPY	carry	0.817	1.625	NA	NA
2121	THOUGHT	off	1.093	0.885	NA	NA
2121	HAPPY	the	0.708	1.733	NA	NA
2121	FACE	grain	1.147	0.515	NA	NA
2121	THOUGHT	from	1.046	0.85	NA	NA
2121	HOAX	local	0.961	1.026	NA	NA
2121	BAT	local	0.836	0.74	NA	NA
2121	FACE	failed	0.824	1.311	NA	NA
2121	THOUGHT	crops	1.04	0.994	NA	NA
2121	STEW	to	0.774	1.037	NA	NA
2121	DRESS	hell	1.002	1.361	NA	NA
2121	HAPPY	the	0.833	1.676	NA	NA
2121	DRESS	heaviest	1.371	1.51	NA	NA
2121	HAPPY	heaviest	1.019	1.583	NA	NA
2121	DRESS	heaviest	1.22	1.366	NA	NA
2121	THOUGHT	concentrations	1.17	1.004	NA	NA
2121	DRESS	concentrations	1.142	1.257	NA	NA
2121	FACE	concentrations	0.856	1.376	NA	NA
2121	THOUGHT	concentrations	1.305	1.207	NA	NA
2121	THOUGHT	of	0.898	1.246	NA	NA
